               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.021949,           0.0096249,            0.003985,             0.54488,             0.81293,             0.74471,             0.56869,            0.025923,           0.0051099,            0.018474,            0.005116,            0.005116,            0.005116
                 150,            0.022645,           0.0092293,           0.0047552,             0.63714,             0.79526,             0.76062,              0.6217,            0.024768,           0.0051021,            0.016438,            0.005083,            0.005083,            0.005083
                 151,            0.020761,           0.0091953,           0.0042146,             0.70438,              0.8197,             0.79213,             0.59915,            0.027711,           0.0050834,            0.014348,             0.00505,             0.00505,             0.00505
                 152,            0.022335,           0.0098058,           0.0045467,             0.64781,             0.78636,             0.78338,             0.58644,            0.025854,            0.005107,            0.014519,            0.005017,            0.005017,            0.005017
                 153,            0.025249,           0.0097473,           0.0049733,             0.71133,             0.71945,             0.73748,             0.55428,            0.025944,           0.0052599,            0.017281,            0.004984,            0.004984,            0.004984
                 154,            0.021673,           0.0086456,            0.005699,              0.6994,             0.74053,             0.71884,             0.52589,            0.025935,            0.005562,            0.018538,            0.004951,            0.004951,            0.004951
                 155,             0.02683,            0.010594,           0.0055672,             0.74232,             0.70959,             0.73077,              0.5078,            0.026664,            0.005639,            0.018758,            0.004918,            0.004918,            0.004918
                 156,            0.022426,           0.0093357,           0.0048345,              0.7364,             0.74819,             0.77988,             0.57924,            0.026487,           0.0057164,            0.015359,            0.004885,            0.004885,            0.004885
                 157,            0.022479,           0.0094392,            0.004788,             0.72855,             0.83733,             0.80865,             0.60242,            0.027546,           0.0057113,             0.01339,            0.004852,            0.004852,            0.004852
                 158,            0.025759,            0.010907,           0.0062815,             0.78119,             0.75632,             0.82186,             0.64522,            0.028227,           0.0057314,            0.012911,            0.004819,            0.004819,            0.004819
                 159,            0.024984,           0.0098356,           0.0048529,              0.7617,             0.78884,             0.81981,             0.62111,            0.028211,           0.0057459,            0.012912,            0.004786,            0.004786,            0.004786
                 160,            0.023548,             0.01016,            0.006179,             0.72684,             0.87397,             0.85255,             0.63485,            0.029084,           0.0057869,            0.012033,            0.004753,            0.004753,            0.004753
                 161,            0.022252,           0.0098728,           0.0047998,             0.77713,             0.70785,              0.8201,             0.63151,            0.028659,           0.0058492,            0.013988,             0.00472,             0.00472,             0.00472
                 162,             0.02157,           0.0091088,           0.0043188,             0.76163,             0.70188,             0.81025,             0.62152,            0.029195,           0.0058807,            0.014738,            0.004687,            0.004687,            0.004687
                 163,            0.022429,            0.011189,           0.0043953,             0.79609,             0.70795,             0.80182,             0.60905,            0.026862,           0.0058717,            0.015923,            0.004654,            0.004654,            0.004654
                 164,            0.020638,            0.009108,           0.0044177,             0.71919,             0.73079,             0.78009,             0.57871,            0.028016,           0.0061233,            0.016684,            0.004621,            0.004621,            0.004621
                 165,            0.021452,           0.0099986,           0.0051243,             0.74777,             0.65483,              0.7637,             0.59019,            0.027891,            0.006534,            0.016668,            0.004588,            0.004588,            0.004588
                 166,            0.023516,            0.010036,           0.0045646,             0.74882,             0.67418,             0.77303,             0.57617,            0.029117,           0.0068256,            0.015904,            0.004555,            0.004555,            0.004555
                 167,            0.022647,            0.009595,           0.0040414,             0.75621,             0.69525,             0.79976,             0.63187,            0.028651,           0.0070627,            0.015438,            0.004522,            0.004522,            0.004522
                 168,            0.021273,           0.0083666,           0.0039748,             0.74059,              0.6954,             0.80098,             0.60532,            0.030948,           0.0070885,            0.015332,            0.004489,            0.004489,            0.004489
                 169,            0.022541,           0.0097105,           0.0045813,             0.72456,             0.69545,             0.79804,             0.64032,            0.028115,           0.0069099,            0.015415,            0.004456,            0.004456,            0.004456
                 170,            0.018905,            0.009191,           0.0036061,             0.59955,             0.86243,             0.78267,             0.64414,             0.02791,           0.0067291,            0.015609,            0.004423,            0.004423,            0.004423
                 171,            0.019815,           0.0092698,           0.0042796,             0.68939,             0.76506,             0.77577,              0.6502,            0.027338,           0.0063333,            0.015917,             0.00439,             0.00439,             0.00439
                 172,            0.020627,           0.0091897,           0.0035985,             0.64307,             0.86327,              0.7588,             0.60219,            0.028557,           0.0062229,            0.016186,            0.004357,            0.004357,            0.004357
                 173,            0.021555,           0.0090749,           0.0038782,             0.69794,             0.71197,             0.76511,             0.58759,            0.029619,           0.0062975,            0.018029,            0.004324,            0.004324,            0.004324
                 174,            0.021294,           0.0091311,           0.0045745,             0.67885,             0.72315,               0.765,             0.61624,             0.02943,           0.0064904,            0.020234,            0.004291,            0.004291,            0.004291
                 175,            0.023268,           0.0090916,           0.0048265,             0.80331,              0.6036,             0.74636,             0.57759,            0.032068,           0.0066847,            0.023069,            0.004258,            0.004258,            0.004258
                 176,            0.022068,           0.0098624,           0.0039265,             0.80935,             0.63409,             0.75571,             0.57423,            0.032108,           0.0066011,            0.024365,            0.004225,            0.004225,            0.004225
                 177,            0.021603,           0.0099851,           0.0034262,             0.66133,             0.74773,             0.76455,             0.60176,            0.030477,           0.0064115,            0.022253,            0.004192,            0.004192,            0.004192
                 178,            0.020736,           0.0096501,           0.0055776,             0.68546,             0.72671,             0.74673,             0.59496,            0.031417,           0.0062363,            0.019128,            0.004159,            0.004159,            0.004159
                 179,            0.023706,            0.010045,           0.0039648,             0.64535,             0.78898,             0.73791,              0.5923,            0.030996,           0.0060786,            0.018719,            0.004126,            0.004126,            0.004126
                 180,            0.022508,           0.0099136,           0.0038056,             0.64989,             0.82273,             0.75955,             0.60537,            0.030355,           0.0061598,            0.018428,            0.004093,            0.004093,            0.004093
                 181,            0.019981,           0.0082338,           0.0044684,             0.72112,             0.70893,             0.77602,              0.5741,            0.030982,           0.0063327,            0.017774,             0.00406,             0.00406,             0.00406
                 182,            0.019876,            0.008631,           0.0027886,             0.62361,             0.82089,             0.78259,             0.62145,            0.030991,           0.0063224,            0.017549,            0.004027,            0.004027,            0.004027
                 183,            0.020945,           0.0088118,           0.0031242,             0.60023,             0.86053,             0.79472,             0.59537,            0.031603,           0.0062777,            0.017922,            0.003994,            0.003994,            0.003994
                 184,            0.022282,           0.0098695,           0.0039479,             0.65216,             0.82273,             0.79445,             0.60266,            0.031723,           0.0061111,            0.018428,            0.003961,            0.003961,            0.003961
                 185,            0.019461,           0.0097889,           0.0037662,             0.70782,             0.81984,             0.80986,             0.64498,            0.029908,           0.0060225,            0.019199,            0.003928,            0.003928,            0.003928
                 186,            0.020046,           0.0086161,           0.0035773,             0.67066,             0.82273,             0.80955,             0.62717,            0.030792,           0.0059932,              0.0192,            0.003895,            0.003895,            0.003895
                 187,            0.020985,           0.0093005,           0.0039745,             0.61719,             0.84678,             0.79936,             0.63154,            0.030279,           0.0061045,            0.018223,            0.003862,            0.003862,            0.003862
                 188,            0.022797,           0.0091988,           0.0034867,             0.61299,             0.84276,             0.79521,             0.63371,            0.032128,           0.0060888,            0.017244,            0.003829,            0.003829,            0.003829
                 189,            0.020195,           0.0085799,           0.0035725,             0.65345,              0.7961,              0.7808,             0.56699,            0.033048,           0.0059996,            0.017064,            0.003796,            0.003796,            0.003796
                 190,            0.023244,            0.008404,           0.0056164,             0.62035,             0.80962,             0.77221,              0.5757,             0.03274,           0.0060456,             0.01756,            0.003763,            0.003763,            0.003763
                 191,            0.018892,            0.008394,           0.0038161,             0.66253,             0.81023,             0.78539,             0.63448,            0.031282,           0.0061546,            0.018302,             0.00373,             0.00373,             0.00373
                 192,            0.021347,            0.010647,           0.0050472,             0.66191,             0.75909,             0.77927,             0.63293,            0.032734,            0.006718,            0.018708,            0.003697,            0.003697,            0.003697
                 193,            0.021111,           0.0092109,            0.003839,             0.68758,             0.75905,              0.7891,             0.64834,            0.032588,           0.0069671,            0.018368,            0.003664,            0.003664,            0.003664
                 194,             0.01819,            0.008321,           0.0069381,             0.66987,             0.75898,             0.79464,              0.6033,            0.032559,           0.0069641,             0.01803,            0.003631,            0.003631,            0.003631
                 195,            0.022825,           0.0088991,            0.003463,             0.72549,             0.69242,               0.787,             0.63508,            0.032358,           0.0067972,            0.017781,            0.003598,            0.003598,            0.003598
                 196,            0.020798,           0.0093778,           0.0041894,             0.68812,              0.7254,             0.78835,             0.61156,            0.033989,           0.0067139,            0.016642,            0.003565,            0.003565,            0.003565
                 197,            0.018992,           0.0092947,           0.0044806,             0.76416,             0.68408,              0.7863,             0.63957,            0.033943,            0.006483,             0.01621,            0.003532,            0.003532,            0.003532
                 198,             0.01975,           0.0086087,            0.003393,             0.76206,             0.68402,             0.79111,             0.65158,            0.032792,           0.0064001,            0.016338,            0.003499,            0.003499,            0.003499
                 199,            0.019316,           0.0088205,           0.0030647,             0.80237,             0.64242,             0.80167,             0.65001,            0.033132,           0.0063118,            0.016272,            0.003466,            0.003466,            0.003466
                 200,            0.018561,           0.0085069,           0.0040555,              0.7721,             0.68409,             0.81043,             0.66708,             0.03124,           0.0060581,            0.017374,            0.003433,            0.003433,            0.003433
                 201,            0.018381,           0.0090963,           0.0042492,             0.78848,             0.68409,             0.79572,             0.66184,            0.030142,            0.006186,            0.019149,              0.0034,              0.0034,              0.0034
                 202,            0.018053,           0.0089991,           0.0028096,             0.82398,             0.68409,             0.79428,             0.65458,            0.029202,           0.0061562,            0.019021,            0.003367,            0.003367,            0.003367
                 203,            0.019609,            0.010252,           0.0028511,             0.80526,             0.68409,             0.79253,             0.65449,            0.028872,            0.006306,            0.019562,            0.003334,            0.003334,            0.003334
                 204,            0.017263,            0.008668,           0.0034527,             0.78388,             0.68409,             0.78492,             0.63717,            0.030047,           0.0064702,            0.020248,            0.003301,            0.003301,            0.003301
                 205,            0.020555,           0.0096303,           0.0045965,             0.76747,             0.68399,             0.79359,             0.65601,            0.028936,            0.006486,            0.020484,            0.003268,            0.003268,            0.003268
                 206,             0.01926,           0.0091197,           0.0043147,             0.78576,             0.66299,             0.78597,             0.64787,            0.028747,           0.0063974,            0.020238,            0.003235,            0.003235,            0.003235
                 207,            0.020677,           0.0088063,           0.0021294,             0.81398,             0.66326,              0.7884,             0.66151,            0.029511,           0.0062695,            0.020429,            0.003202,            0.003202,            0.003202
                 208,            0.017904,           0.0086256,           0.0031675,             0.82093,             0.66326,             0.78867,             0.66917,            0.028995,           0.0061528,            0.019948,            0.003169,            0.003169,            0.003169
                 209,            0.019924,           0.0092907,           0.0038866,             0.82463,             0.60233,             0.77472,             0.65477,            0.029007,           0.0063542,            0.020085,            0.003136,            0.003136,            0.003136
                 210,            0.018122,           0.0084497,           0.0037859,             0.73748,             0.66326,             0.77464,             0.65911,            0.028472,           0.0063171,            0.020179,            0.003103,            0.003103,            0.003103
                 211,            0.021025,           0.0089899,            0.003192,             0.77403,             0.64586,             0.75519,             0.63597,            0.029171,           0.0064143,            0.020686,             0.00307,             0.00307,             0.00307
                 212,            0.019818,           0.0088743,           0.0048694,             0.64962,             0.75909,             0.76651,              0.6164,            0.028629,           0.0062227,            0.020489,            0.003037,            0.003037,            0.003037
                 213,             0.01873,           0.0085077,           0.0048325,             0.70388,             0.68409,             0.76591,             0.64628,             0.02828,           0.0061435,            0.020971,            0.003004,            0.003004,            0.003004
                 214,            0.017606,           0.0079046,           0.0032221,              0.6253,             0.81272,             0.76239,             0.64645,            0.027037,           0.0061804,            0.020887,            0.002971,            0.002971,            0.002971
                 215,            0.018777,           0.0082358,           0.0026807,             0.60302,             0.84659,              0.7603,             0.62088,             0.02902,           0.0062891,            0.020722,            0.002938,            0.002938,            0.002938
                 216,            0.018922,           0.0085738,           0.0028889,              0.8157,             0.62825,             0.76313,             0.63806,            0.026728,           0.0062386,            0.020282,            0.002905,            0.002905,            0.002905
                 217,            0.018682,           0.0086057,           0.0047236,             0.80573,             0.60949,             0.75377,             0.63679,            0.027036,           0.0062226,            0.020032,            0.002872,            0.002872,            0.002872
                 218,            0.018109,           0.0087039,            0.003953,             0.80613,             0.61648,               0.764,             0.64395,            0.027588,           0.0062587,            0.019375,            0.002839,            0.002839,            0.002839
                 219,            0.018625,           0.0092101,           0.0034579,             0.78757,             0.64043,             0.76563,              0.6457,             0.02818,           0.0064882,            0.019194,            0.002806,            0.002806,            0.002806
                 220,            0.020162,           0.0088537,           0.0025927,             0.72216,             0.64835,             0.77109,             0.64246,             0.02871,           0.0065561,            0.018567,            0.002773,            0.002773,            0.002773
                 221,            0.018663,           0.0086478,           0.0038975,             0.74124,             0.64237,             0.76131,              0.6377,            0.029175,           0.0064038,            0.018538,             0.00274,             0.00274,             0.00274
                 222,            0.020863,           0.0090037,           0.0060968,             0.70783,             0.64231,             0.75919,              0.6197,            0.029544,           0.0064698,            0.019883,            0.002707,            0.002707,            0.002707
                 223,            0.018043,           0.0082221,           0.0031802,             0.67647,             0.71242,             0.76021,             0.63445,            0.030122,           0.0065613,            0.021228,            0.002674,            0.002674,            0.002674
                 224,            0.018565,            0.008309,           0.0024876,             0.62296,             0.78885,             0.75876,             0.63452,            0.028392,            0.006584,            0.022012,            0.002641,            0.002641,            0.002641
                 225,            0.018649,           0.0085134,           0.0034318,             0.72304,             0.66503,             0.75958,             0.64622,             0.02862,           0.0064143,            0.021746,            0.002608,            0.002608,            0.002608
                 226,            0.016988,           0.0080559,           0.0035305,             0.71606,             0.69058,             0.76509,             0.64102,            0.028232,           0.0063532,            0.020169,            0.002575,            0.002575,            0.002575
                 227,            0.018774,           0.0085448,            0.002575,             0.69732,             0.71491,              0.7665,             0.64507,            0.029005,           0.0063018,            0.018483,            0.002542,            0.002542,            0.002542
                 228,            0.016785,           0.0082114,             0.00304,             0.68279,             0.83093,              0.7821,             0.65746,            0.027586,           0.0061815,            0.017719,            0.002509,            0.002509,            0.002509
                 229,            0.016058,           0.0080243,           0.0036493,             0.70681,             0.80954,             0.78046,             0.65099,            0.027245,            0.005891,            0.017297,            0.002476,            0.002476,            0.002476
                 230,            0.019551,            0.008911,           0.0031766,             0.70258,             0.81044,             0.78152,             0.66383,            0.026628,           0.0058192,            0.017506,            0.002443,            0.002443,            0.002443
                 231,            0.015671,           0.0084022,           0.0019493,             0.72576,             0.77185,             0.78763,             0.65288,            0.025794,            0.005643,            0.017584,             0.00241,             0.00241,             0.00241
                 232,            0.018685,           0.0082965,           0.0028922,              0.7114,              0.7892,             0.77552,             0.66035,            0.024638,           0.0052927,            0.018642,            0.002377,            0.002377,            0.002377
                 233,            0.016113,           0.0074351,           0.0026062,              0.7362,              0.7888,             0.77789,             0.65136,            0.024414,           0.0051549,            0.018286,            0.002344,            0.002344,            0.002344
                 234,            0.016684,           0.0085527,           0.0021809,             0.72014,             0.79585,             0.80126,             0.67041,             0.02439,           0.0052217,            0.017664,            0.002311,            0.002311,            0.002311
                 235,            0.017195,           0.0089167,           0.0027031,             0.74758,             0.82257,             0.80547,             0.67361,            0.023975,           0.0052723,            0.016867,            0.002278,            0.002278,            0.002278
                 236,            0.015239,           0.0071423,           0.0031394,             0.76667,             0.82245,             0.80887,             0.67112,             0.02474,           0.0053181,            0.016143,            0.002245,            0.002245,            0.002245
                 237,            0.015609,           0.0086385,           0.0022893,             0.76768,             0.81987,             0.81212,              0.6796,            0.023263,           0.0053464,            0.014921,            0.002212,            0.002212,            0.002212
                 238,            0.014534,            0.007929,           0.0021735,             0.77076,             0.81433,             0.81517,             0.68116,            0.023228,           0.0053505,            0.014648,            0.002179,            0.002179,            0.002179
                 239,            0.017715,           0.0086846,           0.0028969,             0.80518,             0.73807,             0.80901,             0.67265,            0.024693,           0.0054851,            0.014109,            0.002146,            0.002146,            0.002146
                 240,            0.016209,           0.0074143,           0.0026227,             0.80798,             0.71016,             0.80643,             0.68364,            0.023569,           0.0055262,            0.013965,            0.002113,            0.002113,            0.002113
                 241,            0.014638,           0.0068714,           0.0021778,             0.80179,             0.70975,             0.80111,             0.67684,            0.023432,           0.0056574,            0.013901,             0.00208,             0.00208,             0.00208
                 242,            0.014325,           0.0074662,           0.0018268,             0.80731,             0.69893,             0.80303,             0.69171,            0.023576,           0.0057014,            0.013955,            0.002047,            0.002047,            0.002047
                 243,            0.017391,           0.0077196,           0.0025338,             0.74933,             0.73706,             0.79658,               0.662,            0.023257,           0.0059146,            0.014024,            0.002014,            0.002014,            0.002014
                 244,            0.014994,           0.0083719,           0.0019417,             0.76415,             0.67135,              0.7909,             0.67644,            0.022981,           0.0059661,            0.014139,            0.001981,            0.001981,            0.001981
                 245,             0.01553,           0.0074268,           0.0021147,             0.78482,             0.64668,             0.79171,             0.67102,            0.021848,            0.006087,            0.014479,            0.001948,            0.001948,            0.001948
                 246,            0.015096,           0.0071133,           0.0020636,             0.72414,             0.73826,             0.79555,             0.68105,            0.021563,            0.006148,            0.014465,            0.001915,            0.001915,            0.001915
                 247,              0.0165,           0.0087035,           0.0022904,             0.80848,             0.65227,             0.78573,             0.64874,            0.022346,           0.0063403,            0.015128,            0.001882,            0.001882,            0.001882
                 248,             0.01717,           0.0085975,           0.0027129,             0.64967,             0.76962,              0.7742,             0.65977,            0.022626,           0.0063591,            0.015407,            0.001849,            0.001849,            0.001849
                 249,            0.014135,           0.0074416,           0.0022644,             0.64989,             0.77078,              0.7767,             0.64275,            0.022747,           0.0062455,            0.015141,            0.001816,            0.001816,            0.001816
                 250,            0.017504,             0.00758,           0.0018114,             0.60689,             0.80189,             0.77452,             0.66569,            0.022412,           0.0061884,            0.015056,            0.001783,            0.001783,            0.001783
                 251,            0.017941,            0.009127,           0.0019261,              0.6049,             0.80112,             0.77821,             0.66871,            0.022059,           0.0061233,            0.014758,             0.00175,             0.00175,             0.00175
                 252,            0.017317,           0.0072307,           0.0015459,             0.60653,             0.83855,               0.777,             0.66102,            0.021978,           0.0060448,            0.014802,            0.001717,            0.001717,            0.001717
                 253,            0.015566,           0.0082619,           0.0018128,             0.63242,             0.77159,             0.77634,             0.66166,            0.021642,           0.0060369,            0.015025,            0.001684,            0.001684,            0.001684
                 254,             0.01372,           0.0072808,           0.0021602,             0.63286,             0.73919,             0.77327,             0.64771,            0.022266,           0.0060001,            0.015177,            0.001651,            0.001651,            0.001651
                 255,            0.013962,           0.0076321,           0.0018602,             0.64923,             0.74108,             0.77651,             0.66485,            0.021973,           0.0060181,            0.015224,            0.001618,            0.001618,            0.001618
                 256,            0.014866,           0.0076084,           0.0020676,             0.59064,             0.84334,             0.77585,             0.65718,            0.023181,           0.0059235,            0.015154,            0.001585,            0.001585,            0.001585
                 257,            0.015318,           0.0070463,           0.0018103,             0.74285,             0.70795,             0.79122,              0.6744,            0.022865,           0.0059677,            0.014996,            0.001552,            0.001552,            0.001552
                 258,            0.013174,              0.0065,           0.0025703,             0.73843,             0.70795,              0.7902,             0.66672,            0.022079,            0.005992,            0.015015,            0.001519,            0.001519,            0.001519
                 259,            0.015279,           0.0070167,           0.0028362,             0.74301,             0.70795,             0.79194,             0.66559,            0.022433,           0.0059684,            0.014927,            0.001486,            0.001486,            0.001486
                 260,            0.016091,           0.0076625,           0.0014185,             0.69324,             0.74113,             0.78068,             0.63947,            0.022151,           0.0060455,            0.015208,            0.001453,            0.001453,            0.001453
                 261,            0.015254,           0.0072345,           0.0018941,             0.68193,             0.73707,             0.77457,             0.65488,            0.023269,           0.0061571,            0.015183,             0.00142,             0.00142,             0.00142
                 262,            0.016801,           0.0082578,           0.0019644,             0.68618,             0.74126,             0.78073,             0.65675,            0.023181,           0.0061542,            0.015294,            0.001387,            0.001387,            0.001387
                 263,            0.015082,           0.0081461,           0.0020903,             0.70778,             0.74129,             0.79512,             0.66269,            0.023734,           0.0061378,             0.01479,            0.001354,            0.001354,            0.001354
                 264,             0.01298,           0.0072417,           0.0018109,             0.75506,             0.76068,             0.80284,             0.66549,            0.023463,           0.0061646,            0.014442,            0.001321,            0.001321,            0.001321
                 265,            0.013815,           0.0080312,           0.0020854,             0.73151,              0.7634,             0.79652,             0.66355,            0.023837,           0.0062184,            0.014061,            0.001288,            0.001288,            0.001288
                 266,             0.01382,           0.0071543,           0.0023891,             0.75319,             0.74881,             0.80214,             0.66315,            0.024023,           0.0062801,            0.013947,            0.001255,            0.001255,            0.001255
                 267,            0.013226,           0.0072988,           0.0017991,             0.75284,             0.74627,             0.79748,             0.66667,            0.024303,           0.0063951,            0.013805,            0.001222,            0.001222,            0.001222
                 268,            0.012313,           0.0072326,           0.0010838,             0.78734,             0.70822,             0.79739,             0.66869,            0.024784,           0.0064286,            0.014061,            0.001189,            0.001189,            0.001189
                 269,            0.015496,           0.0074615,           0.0038787,             0.70979,             0.77144,             0.78775,              0.6694,             0.02487,           0.0063478,              0.0142,            0.001156,            0.001156,            0.001156
                 270,            0.014012,           0.0064581,           0.0021527,             0.75929,             0.69616,             0.78411,             0.64862,             0.02464,           0.0062971,            0.014216,            0.001123,            0.001123,            0.001123
                 271,            0.012498,           0.0073114,           0.0017795,             0.75491,             0.70008,             0.78513,              0.6737,            0.024961,           0.0062754,            0.014489,             0.00109,             0.00109,             0.00109
                 272,            0.014064,           0.0067397,           0.0020018,             0.73915,             0.74482,             0.79695,             0.66687,             0.02509,           0.0062352,            0.014432,            0.001057,            0.001057,            0.001057
                 273,            0.013958,           0.0068845,           0.0025803,             0.73561,             0.74315,             0.79607,             0.67293,            0.025297,            0.006231,             0.01442,            0.001024,            0.001024,            0.001024
                 274,            0.014613,           0.0073684,           0.0014882,             0.73313,             0.74079,             0.79506,             0.67268,            0.025106,           0.0062361,            0.014643,            0.000991,            0.000991,            0.000991
                 275,            0.014063,           0.0068556,           0.0018799,             0.79078,             0.63776,              0.7881,             0.65328,            0.024778,           0.0062843,            0.014996,            0.000958,            0.000958,            0.000958
                 276,            0.013048,           0.0074297,           0.0024843,             0.74693,             0.67564,             0.78074,             0.66367,            0.024705,           0.0063052,            0.015185,            0.000925,            0.000925,            0.000925
                 277,             0.01613,            0.007983,           0.0024547,             0.68737,             0.72943,             0.77897,             0.65551,            0.024703,           0.0063411,             0.01562,            0.000892,            0.000892,            0.000892
                 278,            0.013495,           0.0076425,           0.0021191,             0.74048,             0.67501,             0.77911,             0.66699,            0.024503,           0.0063231,            0.015787,            0.000859,            0.000859,            0.000859
                 279,            0.014225,           0.0063009,           0.0021725,             0.69931,             0.71982,             0.78063,             0.66279,            0.024686,           0.0063455,            0.015894,            0.000826,            0.000826,            0.000826
                 280,            0.015388,           0.0074265,           0.0018819,             0.71072,             0.71183,              0.7828,             0.66327,            0.024159,           0.0063157,            0.015935,            0.000793,            0.000793,            0.000793
                 281,             0.01302,           0.0068113,           0.0021985,             0.62646,             0.78106,             0.77756,              0.6577,            0.024561,           0.0063782,            0.016128,             0.00076,             0.00076,             0.00076
                 282,            0.013943,           0.0072283,           0.0029014,              0.6228,             0.78105,             0.77685,             0.66064,            0.024553,           0.0063576,              0.0161,            0.000727,            0.000727,            0.000727
                 283,            0.013629,           0.0076208,           0.0012736,             0.63758,             0.78106,             0.78163,             0.66915,            0.024483,           0.0063959,            0.016049,            0.000694,            0.000694,            0.000694
                 284,            0.011262,           0.0062304,           0.0014946,             0.63774,             0.80178,             0.78292,             0.66995,            0.024107,           0.0063375,            0.015779,            0.000661,            0.000661,            0.000661
                 285,            0.013723,           0.0074272,           0.0017822,             0.65064,             0.80189,             0.79128,             0.67301,            0.024585,            0.006375,            0.015599,            0.000628,            0.000628,            0.000628
                 286,            0.013853,           0.0075167,           0.0012188,              0.6533,             0.80189,             0.78975,             0.67455,            0.024721,           0.0063591,             0.01567,            0.000595,            0.000595,            0.000595
                 287,            0.014016,           0.0069703,           0.0024487,             0.66934,             0.75796,             0.78726,             0.67655,            0.024828,            0.006339,            0.015752,            0.000562,            0.000562,            0.000562
                 288,            0.012198,           0.0072358,           0.0017056,             0.65364,             0.77142,             0.78306,             0.67488,            0.024966,           0.0063491,            0.015667,            0.000529,            0.000529,            0.000529
                 289,            0.013894,           0.0074385,           0.0011955,             0.70319,             0.76443,             0.77856,             0.67233,            0.025169,           0.0062932,            0.015728,            0.000496,            0.000496,            0.000496
                 290,            0.011845,           0.0065642,           0.0014685,              0.7031,             0.76591,             0.78379,                0.68,            0.025217,           0.0062549,            0.015814,            0.000463,            0.000463,            0.000463
                 291,            0.013406,           0.0078186,           0.0018386,             0.68399,             0.75859,             0.78059,             0.67651,            0.025292,           0.0061972,            0.015861,             0.00043,             0.00043,             0.00043
                 292,            0.011656,           0.0067883,             0.00138,             0.68454,             0.75981,             0.78004,             0.67952,            0.025214,           0.0061975,            0.015979,            0.000397,            0.000397,            0.000397
                 293,            0.015173,           0.0083888,           0.0018534,             0.68647,             0.75958,             0.78367,             0.68247,            0.024972,           0.0061381,            0.015789,            0.000364,            0.000364,            0.000364
                 294,            0.012838,           0.0070012,           0.0016966,             0.67406,             0.78697,             0.78898,             0.68147,            0.025065,           0.0061634,            0.015638,            0.000331,            0.000331,            0.000331
                 295,            0.014639,           0.0063891,           0.0021111,             0.68487,             0.80189,             0.79066,             0.68385,            0.024917,           0.0061856,            0.015878,            0.000298,            0.000298,            0.000298
                 296,            0.011583,           0.0067373,           0.0012721,             0.67951,             0.80189,             0.79549,             0.68332,            0.024633,           0.0061457,            0.015777,            0.000265,            0.000265,            0.000265
                 297,            0.010978,           0.0069497,           0.0015624,             0.67785,             0.77781,             0.79705,             0.68261,            0.024586,           0.0061186,            0.015316,            0.000232,            0.000232,            0.000232
                 298,            0.013064,           0.0065378,           0.0032365,             0.71651,             0.73199,             0.79324,             0.68217,             0.02454,           0.0061318,            0.015305,            0.000199,            0.000199,            0.000199
                 299,             0.01338,           0.0068348,           0.0015757,             0.66934,             0.79722,             0.78465,             0.68133,             0.02429,           0.0061342,            0.015442,            0.000166,            0.000166,            0.000166
